CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
11602976,2195,0,20260220,Collegetown,1659526,,,,,,,3,0,,,,
11602976,2195,0,20260220,Collegetown,1027629,,,,,,,5,0,,,,
11602976,2195,0,20260220,Collegetown,1028519,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,4886244,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,7529232,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,7196012,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,2377760,,,,,,,2,0,,,,
11602976,2195,0,20260220,Collegetown,2477933,,,,,,,8,0,,,,
11602976,2195,0,20260220,Collegetown,2559979,,,,,,,2,0,,,,
11602976,2195,0,20260220,Collegetown,6426621,,,,,,,2,0,,,,
11602976,2195,0,20260220,Collegetown,3791747,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,1030194,,,,,,,2,0,,,,
11602976,2195,0,20260220,Collegetown,2825368,,,,,,,4,0,,,,
11602976,2195,0,20260220,Collegetown,1027038,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,9128745,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,1667864,,,,,,,3,0,,,,
11602976,2195,0,20260220,Collegetown,4858587,,,,,,,1,0,,,,
11602976,2195,0,20260220,Collegetown,6435380,,,,,,,1,0,,,,
