CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
31602998,2195,0,2/23/2025,Easthill,7196012,,,,,,,2,0,,,
31602998,2195,0,2/23/2025,Easthill,6435380,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,5607194,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,4688660,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,1138748,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,1667864,,,,,,,2,0,,,
31602998,2195,0,2/23/2025,Easthill,8495343,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,6426621,,,,,,,3,0,,,
31602998,2195,0,2/23/2025,Easthill,2559979,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,1438993,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,8600421,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,8696528,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,7649528,,,,,,,2,0,,,
31602998,2195,0,2/23/2025,Easthill,6631436,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,1132603,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,1345057,,,,,,,1,0,,,
31602998,2195,0,2/23/2025,Easthill,6457558,,,,,,,1,0,,,
