CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91602987,2195,0,2/23/2025,Bakery,3591790,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,4858587,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,1138748,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,6435380,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,5607194,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,4688660,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,8457368,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,1132571,,,,,,,4,0,,,
91602987,2195,0,2/23/2025,Bakery,1026184,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,3737152,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,8696528,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,2559979,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,1438993,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,6426621,,,,,,,4,0,,,
91602987,2195,0,2/23/2025,Bakery,2825368,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,3357597,,,,,,,9,0,,,
91602987,2195,0,2/23/2025,Bakery,5614176,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,8630881,,,,,,,7,0,,,
91602987,2195,0,2/23/2025,Bakery,1667864,,,,,,,11,0,,,
91602987,2195,0,2/23/2025,Bakery,2945517,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,2054542,,,,,,,1,0,,,
91602987,2195,0,2/23/2025,Bakery,8830949,,,,,,,6,0,,,
91602987,2195,0,2/23/2025,Bakery,5353834,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,0514588,,,,,,,2,0,,,
91602987,2195,0,2/23/2025,Bakery,7536543,,,,,,,6,0,,,
91602987,2195,0,2/23/2025,Bakery,8004392,,,,,,,2,0,,,
