CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
1602994,2195,0,2025-10-03,Triphammer,7698844,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,7649528,,,,,,,3,0,,,,
1602994,2195,0,2025-10-03,Triphammer,8696528,,,,,,,2,0,,,,
1602994,2195,0,2025-10-03,Triphammer,8600421,,,,,,,3,0,,,,
1602994,2195,0,2025-10-03,Triphammer,8910127,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1438993,,,,,,,3,0,,,,
1602994,2195,0,2025-10-03,Triphammer,2559979,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,6426621,,,,,,,3,0,,,,
1602994,2195,0,2025-10-03,Triphammer,2096568,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,9128745,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1667864,,,,,,,9,0,,,,
1602994,2195,0,2025-10-03,Triphammer,4688660,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,5607194,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,6435380,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1138748,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1084184,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1084186,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1084187,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1084191,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,7196012,,,,,,,4,0,,,,
1602994,2195,0,2025-10-03,Triphammer,5614176,,,,,,,3,0,,,,
1602994,2195,0,2025-10-03,Triphammer,6422273,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,8457368,,,,,,,3,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1374792,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,5420690,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1030192,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,0490508,,,,,,,4,0,,,,
1602994,2195,0,2025-10-03,Triphammer,45113,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1027629,,,,,,,8,0,,,,
1602994,2195,0,2025-10-03,Triphammer,2212975,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,4157160,,,,,,,5,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1028188,,,,,,,2,0,,,,
1602994,2195,0,2025-10-03,Triphammer,8255796,,,,,,,4,0,,,,
1602994,2195,0,2025-10-03,Triphammer,1365278,,,,,,,1,0,,,,
1602994,2195,0,2025-10-03,Triphammer,4254710,,,,,,,2,0,,,,
1602994,2195,0,2025-10-03,Triphammer,9546982,,,,,,,6,0,,,,
