CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
11602976,2195,0,2025-08-15,Collegetown,1027629,,,,,,,5,0,,,,
11602976,2195,0,2025-08-15,Collegetown,7529232,,,,,,,1,0,,,,
11602976,2195,0,2025-08-15,Collegetown,7196012,,,,,,,2,0,,,,
11602976,2195,0,2025-08-15,Collegetown,2477933,,,,,,,7,0,,,,
11602976,2195,0,2025-08-15,Collegetown,7649528,,,,,,,1,0,,,,
11602976,2195,0,2025-08-15,Collegetown,8696528,,,,,,,1,0,,,,
11602976,2195,0,2025-08-15,Collegetown,1438993,,,,,,,1,0,,,,
11602976,2195,0,2025-08-15,Collegetown,6426621,,,,,,,4,0,,,,
11602976,2195,0,2025-08-15,Collegetown,8495343,,,,,,,1,0,,,,
11602976,2195,0,2025-08-15,Collegetown,4254710,,,,,,,3,0,,,,
11602976,2195,0,2025-08-15,Collegetown,1365278,,,,,,,2,0,,,,
11602976,2195,0,2025-08-15,Collegetown,2825368,,,,,,,2,0,,,,
11602976,2195,0,2025-08-15,Collegetown,3357597,,,,,,,6,0,,,,
11602976,2195,0,2025-08-15,Collegetown,6457558,,,,,,,1,0,,,,
11602976,2195,0,2025-08-15,Collegetown,1138748,,,,,,,2,0,,,,
11602976,2195,0,2025-08-15,Collegetown,1667864,,,,,,,6,0,,,,
11602976,2195,0,2025-08-15,Collegetown,4688660,,,,,,,1,0,,,,
