CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91602987,2195,0,2025-08-03,Bakery,1263755,,,,,,,50,0,,,,
91602987,2195,0,2025-08-03,Bakery,6435380,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,5607194,,,,,,,1,0,,,,
91602987,2195,0,2025-08-03,Bakery,9610204,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,8457368,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,1132571,,,,,,,3,0,,,,
91602987,2195,0,2025-08-03,Bakery,8696528,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,8910127,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,7649528,,,,,,,1,0,,,,
91602987,2195,0,2025-08-03,Bakery,2559979,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,8495343,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,1438993,,,,,,,1,0,,,,
91602987,2195,0,2025-08-03,Bakery,8600421,,,,,,,3,0,,,,
91602987,2195,0,2025-08-03,Bakery,6426621,,,,,,,8,0,,,,
91602987,2195,0,2025-08-03,Bakery,2477933,,,,,,,11,0,,,,
91602987,2195,0,2025-08-03,Bakery,7196012,,,,,,,5,0,,,,
91602987,2195,0,2025-08-03,Bakery,1025748,,,,,,,2,0,,,,
91602987,2195,0,2025-08-03,Bakery,8630964,,,,,,,4,0,,,,
91602987,2195,0,2025-08-03,Bakery,8630956,,,,,,,3,0,,,,
91602987,2195,0,2025-08-03,Bakery,8630881,,,,,,,8,0,,,,
91602987,2195,0,2025-08-03,Bakery,1667864,,,,,,,9,0,,,,
91602987,2195,0,2025-08-03,Bakery,9128745,,,,,,,1,0,,,,
91602987,2195,0,2025-08-03,Bakery,1027629,,,,,,,3,0,,,,
91602987,2195,0,2025-08-03,Bakery,88177,,,,,,,1,0,,,,
91602987,2195,0,2025-08-03,Bakery,1132582,,,,,,,1,0,,,,
91602987,2195,0,2025-08-03,Bakery,29047,,,,,,,7,0,,,,
91602987,2195,0,2025-08-03,Bakery,4536546,,,,,,,4,0,,,,
91602987,2195,0,2025-08-03,Bakery,7536543,,,,,,,4,0,,,,
