CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
31602998,2195,0,2025-08-16,Easthill,3737152,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,8495343,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,6426621,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,2559979,,,,,,,2,0,,,,
31602998,2195,0,2025-08-16,Easthill,1438993,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,8910127,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,8600421,,,,,,,2,0,,,,
31602998,2195,0,2025-08-16,Easthill,8696528,,,,,,,2,0,,,,
31602998,2195,0,2025-08-16,Easthill,1138748,,,,,,,3,0,,,,
31602998,2195,0,2025-08-16,Easthill,1667864,,,,,,,4,0,,,,
31602998,2195,0,2025-08-16,Easthill,4858587,,,,,,,2,0,,,,
31602998,2195,0,2025-08-16,Easthill,4688660,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,7196012,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,7698844,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,3357597,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,6631436,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,6457558,,,,,,,1,0,,,,
31602998,2195,0,2025-08-16,Easthill,0766931,,,,,,,1,0,,,,
