CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91602987,2195,0,20260819,Bakery,8696528,,,,,,,3,0,,,,
91602987,2195,0,20260819,Bakery,8600421,,,,,,,3,0,,,,
91602987,2195,0,20260819,Bakery,2477933,,,,,,,10,0,,,,
91602987,2195,0,20260819,Bakery,3357597,,,,,,,2,0,,,,
91602987,2195,0,20260819,Bakery,5614176,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,8630964,,,,,,,3,0,,,,
91602987,2195,0,20260819,Bakery,8630881,,,,,,,8,0,,,,
91602987,2195,0,20260819,Bakery,8630956,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,1030194,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,4858587,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,1138748,,,,,,,5,0,,,,
91602987,2195,0,20260819,Bakery,5607194,,,,,,,2,0,,,,
91602987,2195,0,20260819,Bakery,4688660,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,7863400,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,3791747,,,,,,,2,0,,,,
91602987,2195,0,20260819,Bakery,3737152,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,7529232,,,,,,,1,0,,,,
91602987,2195,0,20260819,Bakery,7196012,,,,,,,3,0,,,,
91602987,2195,0,20260819,Bakery,9047468,,,,,,,6,0,,,,
91602987,2195,0,20260819,Bakery,2096568,,,,,,,2,0,,,,
91602987,2195,0,20260819,Bakery,1659526,,,,,,,15,0,,,,
91602987,2195,0,20260819,Bakery,1089599,,,,,,,4,0,,,,
91602987,2195,0,20260819,Bakery,6432884,,,,,,,4,0,,,,
91602987,2195,0,20260819,Bakery,1027629,,,,,,,5,0,,,,
91602987,2195,0,20260819,Bakery,5353834,,,,,,,2,0,,,,
91602987,2195,0,20260819,Bakery,1268389,,,,,,,6,0,,,,
