CUSTOMER NUMBER,DISTRIBUTOR,DEPARTMENT,DATE,PO NUMBER,PRODUCT NUMBER,CUST PROD #,DESCRIPTION,BRAND,PACK SIZE,CS PRICE,EA PRICE,CS,EA,EXTENDED PRICE,ORDER #,STOCK STATUS,EXCEPTIONS / AUTO-SUB,SHORTED
91669093,2195,0,20260410,Syracuse,2096568,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,6426621,,,,,,,2,0,,,,
91669093,2195,0,20260410,Syracuse,2559979,,,,,,,2,0,,,,
91669093,2195,0,20260410,Syracuse,1438993,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,8910127,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,8600421,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,1084191,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,1204361,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,5488748,,,,,,,2,0,,,,
91669093,2195,0,20260410,Syracuse,1659526,,,,,,,12,0,,,,
91669093,2195,0,20260410,Syracuse,1089599,,,,,,,2,0,,,,
91669093,2195,0,20260410,Syracuse,7196012,,,,,,,5,0,,,,
91669093,2195,0,20260410,Syracuse,6432884,,,,,,,6,0,,,,
91669093,2195,0,20260410,Syracuse,1027629,,,,,,,4,0,,,,
91669093,2195,0,20260410,Syracuse,2825368,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,3357597,,,,,,,2,0,,,,
91669093,2195,0,20260410,Syracuse,6631436,,,,,,,1,0,,,,
91669093,2195,0,20260410,Syracuse,1345057,,,,,,,1,0,,,,
